en,de,score
Deposits of chert formed from the accumulation of siliceous skeletons of microscopic organisms such as radiolaria and diatoms.,Ablagerungen von Chert entstanden aus der Ansammlung siliculärer Skelette mikroskopischer Organismen wie Radiolaria und Kieselalgen.,-0.33773022424031834
Nadal withdrew from the American swing owing to a wrist injury.,Nadal zog sich aufgrund einer Handgelenkverletzung von der amerikanischen Schaukel zurück.,0.47377540407685936
"However, Crapp did not capitalise as Toshack conceded only eight runs in a sequence of eight overs.","Allerdings kapitalisierte Crapp nicht, da Toshack nur acht Läufe in einer Folge von acht Overs zugestanden hatte.",-2.0922269714928845
"The spadix is about three fifths as long as the spathe, with flowering parts up to in diameter.","Der Spadix ist etwa drei Fünftel so lang wie der Laichling, mit blühenden Teilen bis in den Durchmesser.",0.24119045622188465
French instead reinforced habeō with obligatory subject pronouns.,Französisch stattdessen verstärkt habeō mit obligatorischen Subjekt Pronomen.,0.1319859698558253
The cantus firmus of this ornamental chorale prelude was written by Louis Bourgeois in 1543.,Der Cantus firmus dieses Ornamentchoralvorspiels wurde 1543 von Louis Bourgeois geschrieben.,0.26284022375202065
"At the Open GdF Suez, Williams withdrew before her semifinal with Dementieva because of a knee injury.",Beim Open GdF Suez zog sich Williams wegen einer Knieverletzung vor ihrem Halbfinale mit Dementieva zurück.,0.051889011586320644
"However, the eventual champion Rafael Nadal defeated him in the semifinals.",Doch der letztendliche Meister Rafael Nadal besiegte ihn im Halbfinale.,0.4168361597465826
"The 1966 firebombing death of NAACP leader Vernon Dahmer, Sr., 58, in Mississippi.","Der brennende Tod von NAACP-Führer Vernon Dahmer, Sr., 58, 1966 in Mississippi.",0.4438869825106948
"Later, he will betroth himself to Brunhild at the court of Heimir.",Später verlobt er sich mit Brunhild am Hofe Heimir.,-0.25980355107373126
"After some pleading, his mother exchanged the accordion for a Danelectro with a small amplifier at a local pawnshop.",Nach einigem Plädoyer tauschte seine Mutter das Akkordeon gegen einen Danelectro mit einem kleinen Verstärker in einer örtlichen Pfandwerkstatt ein.,-0.041617320776571896
"In the Ultimate Marvel universe, Hercules appears as one of Nick Fury's Howling Commandos.",Im Ultimate Marvel Universum erscheint Hercules als einer von Nick Fury 's Howling Commandos.,-0.05289039592446968
She arrives in Gaza during the 2005 Israeli disengagement.,Sie kommt während des israelischen Rückzugs 2005 in Gaza an.,-0.12083238382489277
"Memorable Providence, Relating to Witchcraft and Possessions.","Memorable Providence, Relating to Witchcraft and Possessions.",0.18330287226562145
A few years later Ford developed the Model 18 with the 221 CID flathead V8.,Einige Jahre später entwickelte Ford das Modell 18 mit dem 221 CID Flathead V8.,0.2407979829528248
"The thorax is made of three fused segments, the prothorax, mesothorax, and metathorax, each with a pair of legs.","Der Thorax besteht aus drei geschmolzenen Segmenten, dem Prothorax, Mesothorax und Metathorax, jedes mit einem Paar Beinen.",-0.15678256679839903
"Berkman's most prominent critic was Most, who belittled Berkman as a nuisance or a flunky hired by Frick himself to garner sympathy.","Berkmans prominentester Kritiker war Most, der Berkman als Ärger oder Flunky herabwürdigte, den Frick selbst angeheuert hatte, um Sympathie zu gewinnen.",-0.3106870061882618
"A third, more personal quotation adds additional subtext.","Ein drittes, persönlicheres Zitat fügt zusätzlichen Subtext hinzu.",0.5780011159355476
"Four of the sides were seacoast fronts, with three tiers of cannon on each, two casemated tiers in the fort and one barbette tier on the roof.","Vier der Seiten waren Seegrenzen, mit drei Schichten Kanone auf jeder, zwei Kasematten Ebenen in der Festung und eine Barbette Ebene auf dem Dach.",0.19490268786904674
"Bands like the Pixies, R.E.M., The Replacements, Sonic Youth, XTC, The Smiths, Hüsker Dü, The Stone Roses, The Jesus and Mary Chain etc.","Bands wie Pixies, R.E.M., The Replacements, Sonic Youth, XTC, The Smiths, Hüsker Dü, The Stone Roses, The Jesus and Mary Chain etc.",0.188117071628405
"In 1919, Prohibitionists succeeded in amending the Constitution to prohibit the sale of alcohol.","1919 gelang es Prohibitionisten, die Verfassung zu ändern, um den Verkauf von Alkohol zu verbieten.",1.0597354543889883
"In October 2016, Farage praised Trump for ""dominating"" Hillary Clinton, comparing him to a silverback gorilla.","Im Oktober 2016 lobte Farage Trump für die ""Dominanz"" Hillary Clintons und verglich ihn mit einem Silberrückengorilla.",0.4137656095031916
"After one short touchdown drive, the Colts recovered the onside kick.",Nach einem kurzen Touchdown-Laufwerk erholten sich die Colts wieder.,0.346341375085657
"In 1943, he mounted Operation Longcloth by the 77th Indian Infantry Brigade.",1943 wurde er von der 77. Indischen Infanterie-Brigade zur Operation LongTuch ernannt.,0.13465568189228774
McKinley soothed ruffled feathers of party bigwigs by mail and in person.,McKinley beruhigte geschwollene Federn von Partybigwigs per Post und persönlich.,0.31254290296174414
"The tornado crossed into Minnesota, where a quonset hut and a pole shed were destroyed before the tornado dissipated near Eldred.","Der Tornado überquerte Minnesota, wo eine quonset Hütte und ein Pole Schuppen zerstört wurden, bevor der Tornado bei Eldred zerstreute.",-0.3804112382906186
"Females of the largest, the grey tinamou, weigh up to 2 kg with a length of up to 49 cm.","Die Weibchen des größten, der Grautinamou, wiegen bis zu 2 kg bei einer Länge von bis zu 49 cm.",0.2650801061249635
"Harris, Jonathan, Byzantium and the Crusades, Bloomsbury, 2nd ed., 2014.","Harris, Jonathan, Byzanz and the Crusades, Bloomsbury, 2nd ed., 2014.",-1.5373744586750029
"Two Nu Mou, Babus Swain and Ezel Berbier, appear as optional playable characters in Final Fantasy Tactics Advance.","Zwei Nu Mou, Babus Swain und Ezel Berbier, erscheinen als optionale spielbare Charaktere in Final Fantasy Tactics Advance.",0.282390649510539
Some disaffiliated along with Roman Catholics and other Christian groups in the wake of modern secularization.,Einige waren im Gefolge der modernen Säkularisierung zusammen mit Katholiken und anderen christlichen Gruppen desillusioniert.,-0.5408239537975958
Darkening of the nipples and areolas due to an increase in hormones.,Verdunkelung der Brustwarzen und Areolas durch eine Zunahme der Hormone.,0.5154834408253157
Pharnaces set up an ambush with selected infantrymen and all his cavalry.,Pharnaces richtete einen Hinterhalt mit ausgewählten Infanteristen und seiner ganzen Kavallerie ein.,0.06760127456667632
"The Japanese Gardens at the Irish National Stud, Kildare, Co. Kildare","Die japanischen Gärten im Irish National Stud, Kildare, Co. Kildare",0.21132973161435453
"1979 Prints from Paris, 9 Contemporary Printmakers, The Ruskin School of Drawing and Fine Art, Oxford University, United Kingdom.","1979 Drucke aus Paris, 9 zeitgenössische Druckgraphiker, The Ruskin School of Drawing and Fine Art, Oxford University, Vereinigtes Königreich.",0.08512156236028541
"General Sir Edmund Ironside of the British Army comes to Warsaw, via Gdynia.",General Sir Edmund Ironside der Britischen Armee kommt über Gdynia nach Warschau.,-0.13280781013370446
"Paired with Bryson DeChambeau in the Friday afternoon foursomes, they lost 5 and 4 to Europe's Sergio García and Alex Norén.",Zusammen mit Bryson DeChambeau verloren sie am Freitagnachmittag 4 und 5 an Europas Sergio García und Alex Norén.,0.20102031659866326
"n. Lactucinus Maximus, consul suffectus in 437 BC.","n. Lactucinus Maximus, Konsul suffectus 437 v. Chr.",-0.04483758360117022
The southern flank flows at first proceeded along a gully before spreading out.,"Die Südflanke fließt zunächst entlang einer Rinne, bevor sie sich ausbreitet.",-0.4119616765895793
"Alan Davis sustained either a concussion or major ""stinger"" and missed the next game.","Alan Davis erhielt entweder eine Gehirnerschütterung oder einen großen ""Stinger"" und verpasste das nächste Spiel.",-0.03821235214848381
Ezekiel convinces him to march with them to Alexandria.,"Hesekiel überzeugt ihn, mit ihnen nach Alexandria zu marschieren.",0.36758281828445255
Hitting a downed fighter and grasping below the waist were prohibited.,"Es war verboten, einen abgebrochenen Kämpfer zu schlagen und unter der Taille zu greifen.",-2.449002662822309
"The Republican Caucus, on December 5, elected Ron Ryckman, Jr, as Speaker and Don Hineman as Majority Leader.","Am 5. Dezember wählte der Republikanische Kaukus Ron Ryckman, Jr, zum Sprecher und Don Hineman zum Mehrheitsführer.",0.22347399336084942
"Ouidah, as described by Bruce Chatwin in The Viceroy of Ouidah.","Ouidah, wie von Bruce Chatwin in The Viceroy of Ouidah beschrieben.",-0.18403091665459811
Some other later trilobites also lost facial sutures secondarily.,Einige andere später Trilobiten verloren auch Gesichtsnähte secondarily.,0.8577534694180645
"By April 1918, the regiment consisted of 2,400 in five battalions.",Bis April 1918 bestand das Regiment aus 2.400 in fünf Bataillonen.,0.8577534694180645
"The episode closes with Bloom reading a magazine story named Matcham’s Masterstroke, by Mr. Philip Beaufoy, while defecating in the outhouse.","Die Episode schließt mit Bloom Lesen einer Zeitschrift Geschichte namens Matcham war Masterhub, von Herrn Philip Beaufoy, während Stuhlgang im Nebengebäude.",-0.6405154344927729
They then travel to Miami to recruit Dazzler just as Antimatter remerges.,"Sie reisen dann nach Miami, um Dazzler zu rekrutieren, genauso wie Antimatter wieder zusammenkommt.",1.575146224900304
They surrounded Haman as the 2nd Battalion crumbled in disarray.,"Sie umzingelten Haman, als das 2. Bataillon zerbröckelte.",-0.043437133681267115
"Rarely, teratomas can cause growing teratoma syndrome or peritoneal gliomatosis.",Selten können Teratome ein wachsendes Teratom-Syndrom oder eine peritoneale Gliomatose verursachen.,0.2575655463853638
"Favorite fish include cod, salmon, winter flounder, haddock, striped bass, pollock, hake, bluefish, and, in southern New England, tautog.","Zu den Lieblingsfischen gehören Kabeljau, Lachs, Winterflounder, Schellfisch, gestreifter Bass, Pollock, Seehecht, Rotbarsch und in Südengland Tautog.",-0.13406699078738904
The Hornblende Schist continues south of the South Pier for 50 yd where there is a fault boundary with the serpentine.,"Die Hornblende Schist weiter südlich des South Pier für 50 yd, wo es eine Fehlergrenze mit der Serpentin.",0.1598192394766884
"), Kluwer academic/ Plenum publishers, New York, 1999","), Kluwer akademischen / Plenum Herausgeber, New York, 1999",-0.37537763153863885
"In another, he claimed that Sharmell had ""molested"" him and ""fondled his privates"".","In einem anderen behauptete er, Sharmell habe ihn ""belästigt"" und ""seine Privaten gefesselt"".",-1.0580890285066684
"In 1905, the Qing sent Zhao Erfeng to Tibet to retaliate against rebellions.","1905 schickte der Qing Zhao Erfeng nach Tibet, um sich gegen Rebellen zu rächen.",0.051889011586320644
Protest against atrocities against Swami Ramdev and his supporters,Protest gegen Gräueltaten gegen Swami Ramdev und seine Anhänger,-0.18403091665459811
"An enraged Gordon barely restrains himself from killing Joker, shooting the Joker's knee instead.","Ein wütender Gordon hält sich kaum davon ab, Joker zu töten und stattdessen auf das Knie des Jokers zu schießen.",-1.3662745849201177
The Mughals also moved to conquer Sindh in the lower Indus valley.,Die Moguln zog auch nach Sindh im unteren Indus-Tal zu erobern.,-0.4491958022487554
"18 for 2006, joining fellow rookie teammate Denny Hamlin.","18 für 2006, schließt sich Kollegen Rookie Teamkollegen Denny Hamlin.",-0.017116293337741933
"Women like Sweet Emma Barrett, who performed in the Original Tuxedo Orchestra toured domestically and internationally.","Frauen wie Sweet Emma Barrett, die im Original Tuxedo Orchestra auftraten, tourten national und international.",0.3707544198015271
"Nicholas Johnson, a Royal Ballet dancer, portrayed the schizophrenic Nijinsky.","Nicholas Johnson, ein Royal Ballet Tänzer, porträtierte den schizophrenen Nijinsky.",0.30348369059816777
Early adopters of qigong eschewed its religious overtones and regarded qigong principally as a branch of Chinese medicine.,Die frühen Adoptiveln des Qigong verzichteten auf ihre religiösen Obertöne und betrachteten Qigong hauptsächlich als einen Zweig der chinesischen Medizin.,0.04632595660057892
The great American impresario Michael B. Leavitt handled Herrmann's American and Mexican contracts.,Der große amerikanische Impresario Michael B. Leavitt hat Herrmanns amerikanische und mexikanische Verträge bearbeitet.,-0.3020810204091298
"Effective as of the spring of 2013, the Pennsylvania Department of Education discontinued administering the PSSAs to 11th graders.",Mit Wirkung zum Frühjahr 2013 hat das Pennsylvania Department of Education die Verwaltung der PSSA an die 11. Klasse eingestellt.,0.0023543179120035043
"Honduran police confirmed the presence of Venezuelans, Cubans and Nicaraguans.","Honduranische Polizei bestätigte die Anwesenheit von Venezolanern, Kubanern und Nicaraguanern.",0.32952743845160604
"In the 1270s they regained Trogir, Split and Šibenik.","In den 1270er Jahren wurden Trogir, Split und Šibenik wiedergewonnen.",0.4840589148646044
"The squadron departed Groix Roads, near Lorient, France on 19 June to escort a convoy of merchantmen to Bordeaux and other French ports.","Die Staffel verließ am 19. Juni die Groix Roads in der Nähe von Lorient, Frankreich, um einen Konvoi von Handelsleuten nach Bordeaux und anderen französischen Häfen zu begleiten.",0.18060369318652694
"The civil parish of Navenby straddles the old Roman Ermine Street, known locally as High Dyke.","Die Stadtgemeinde Navenby erstreckt sich über die alte römische Ermine Street, die vor Ort als High Dyke bekannt ist.",0.6717568380409619
"During the Second Mexican War, the U.S. experimented with Gatling guns.",Während des Zweiten Mexikanischen Krieges experimentierten die USA mit Gatling-Gewehre.,0.3707544198015271
Cott noted little detectable discrepancy in the mating habits of Nile crocodiles and American alligators.,Cott bemerkte wenig erkennbare Diskrepanz in den Paarungsgewohnheiten von Nilkrokodilen und amerikanischen Alligatoren.,0.38927469742893184
After the Breakup of Yugoslavia in the early 1990s many more Macedonians began to immigrate to Sydney.,Nach dem Zerfall Jugoslawiens Anfang der 1990er Jahre begannen viele weitere Mazedonier nach Sydney auszuwandern.,-0.25980355107373126
"Robbie Ross, Jr. and Jonathan Aro saved the bullpen, by pitching 3 innings each but giving up four more runs.","Robbie Ross, Jr. und Jonathan Aro retteten den Stift, indem sie jeweils 3 Innings aufbauten, aber vier weitere Läufe aufgeben.",-2.838429998279667
"For coronation he summoned ""Dadiani, Gurieli, Sharvashidze and Gelovani"", but headed with Vameq II Dadiani.","Zur Krönung rief er ""Dadiani, Gurieli, Sharvashidze und Gelovani"", leitete aber Vameq II Dadiani.",-4.11894970436767
"Tim Burton directed the film, and Johnny Depp, finally realizing one of his childhood fantasies, starred as Barnabas Collins.","Tim Burton inszenierte den Film, und Johnny Depp, der schließlich eine seiner Kindheitsphantasien realisierte, spielte als Barnabas Collins.",0.5399431101988695
South Africa blamed SWAPO for instigating the strike and subsequent unrest.,Südafrika beschuldigte SWAPO für die Anstiftung des Streiks und die anschließenden Unruhen.,0.47272035508084786
The Moroccans subsequently encircled the Portuguese siege camp and starved it to submission.,Die Marokkaner umzingelten anschließend das portugiesische Belagerungslager und verhungerten es bis zur Unterwerfung.,0.2579309801369851
"Kittiwakes, cormorants and shags can be seen on the cliffs, while farm birds such as the yellowhammer frequent the gorse.","Auf den Klippen sind Kittiwakes, Kormorane und Tücher zu sehen, während Hofvögel wie der Gelbhämmer die Schlucht häufig befahren.",1.0128810454697403
"On January 6, 1527, the nobility from Slavonia sided with John Zápolya.",Am 6. Januar 1527 stand der slawische Adel auf der Seite von Johannes Zápolya.,-0.19669512811154397
Kenta Maeda allowed only one hit in six innings with seven strikeouts.,Kenta Maeda erlaubte nur einen Hit in sechs Innings mit sieben Strikeouts.,0.25005098664576403
"D.BUCKMAN, The Dictionary of Artists in Britain Since 1945, Art Dictionaries ltd, Bristol, 1998.","D.BUCKMAN, The Dictionary of Artists in Britain Seit 1945, Art Dictionaries ltd, Bristol, 1998.",0.1250320361713986
Real Time Relativity The Australian National University.,Real Time Relativity Die Australian National University.,-6.100563541741018
"Aulus Cornelius M. f. L. n. Cossus, consul in 428 and consular tribune in 426 BC, slew Lars Tolumnius, King of Veii, to claim the spolia opima.","Aulus Cornelius M. f. L. n. Cossus, Konsul 428 und konsularische Tribüne 426 v. Chr., tötete Lars Tolumcigus, König von Veii, um die spolia opima zu beanspruchen.",0.12557774919116468
Unfortunately Slicht Othrusa only survives as a fragment.,Leider überlebt Slicht Othrusa nur als Fragment.,-0.9301845701858541
"Examples of popular Irish cuisine include boxty, colcannon, coddle, stew, and bacon and cabbage.","Beispiele für beliebte irische Küche sind Boxty, Colcannon, Coddle, Eintopf und Speck und Kohl.",1.8260081353035857
Former rebels attacked the railroads as symbols of threatening centralization.,Ehemalige Rebellen griffen die Eisenbahnen als Symbole der drohenden Zentralisierung an.,1.1791078995564646
"Callas auditioned with ""Ocean, Thou Mighty Monster"" from Weber's Oberon.","Callas sprach mit ""Ocean, You Mighty Monster"" aus Webers Oberon vor.",-0.12461139447178905
"In defiance of the instructions of his superiors, Rivière stormed the citadel of Hanoi on 25 April 1882.",Trotz der Anweisungen seiner Vorgesetzten stürmte Rivière am 25. April 1882 die Zitadelle von Hanoi.,0.22228626582711755
"; readings from Autobiography of Alice B. Toklas, Bee Time Vine, and more.","; Lesungen aus der Autobiographie von Alice B. Toklas, Bienenzeitrebe, und mehr.",-0.03979341290525503
Cooke initially made a telegraph with a clockwork detent mechanism operating electromagnets.,"Cooke machte zunächst einen Telegraph mit einem Uhrwerkdetentmechanismus, der Elektromagnete betätigte.",0.3251537352550069
This definition encompasses both nominal empires and neocolonialism.,Diese Definition umfasst sowohl Nominalreiche als auch Neokolonialismus.,-0.5257489845682465
Shortly afterwards McNamara struck Tom Sheehy with his hurley after the latter had deliberately fouled him.,"Kurz darauf schlug McNamara Tom Sheehy mit seinem Hurley, nachdem dieser ihn bewusst getäuscht hatte.",0.060636417979518874
"In 1928 Freud published a paper titled ""Dostoevsky and Parricide"" in which he investigated Dostoevsky's own neuroses.","1928 veröffentlichte Freud ein Papier mit dem Titel ""Dostojewski und Parrizid"", in dem er Dostojewskis eigene Neurosen untersuchte.",-0.32806371325529643
"However, with its 8200 rpm redline, the Rambler ran 112 mph at the Fontana dragstrip.",Mit seiner 8200 U / min Rotlinie lief der Rambler jedoch 112 mph an der Fontana Dragstrip.,-0.06684423566936726
"Unlike a conditional noble, a familiaris remained in theory an independent landholder, only subjected to the monarch.","Anders als ein bedingter Adliger blieb ein familiaris theoretisch ein unabhängiger Gutsbesitzer, nur dem Monarchen unterworfen.",0.21775904778307556
"569, appointing a Select Committee to investigate the Vice President.",569 Ernennung eines Engeren Ausschusses zur Untersuchung des Vizepräsidenten.,-0.9559249227203416
Anamull provoked a fight and killed two of the Meanies.,Anamull provozierte einen Kampf und tötete zwei der Meanies.,-0.22802684905266446
